CMDLINE /root/miniforge3/envs/3.12.0/bin/python3 minhash.py
MEM 528.839844 1713692183.6341
MEM 528.839844 1713692183.7343
MEM 529.097656 1713692183.8345
MEM 530.644531 1713692183.9347
MEM 531.160156 1713692184.0349
MEM 532.449219 1713692184.1351
MEM 533.738281 1713692184.2353
MEM 534.769531 1713692184.3355
MEM 535.800781 1713692184.4357
MEM 537.089844 1713692184.5359
MEM 538.636719 1713692184.6361
MEM 539.410156 1713692184.7363
MEM 540.441406 1713692184.8366
MEM 541.214844 1713692184.9368
MEM 541.988281 1713692185.0370
MEM 543.277344 1713692185.1372
MEM 544.308594 1713692185.2374
MEM 545.339844 1713692185.3376
MEM 546.886719 1713692185.4378
MEM 547.660156 1713692185.5380
MEM 548.949219 1713692185.6382
MEM 550.238281 1713692185.7384
MEM 551.527344 1713692185.8386
MEM 552.300781 1713692185.9388
MEM 553.332031 1713692186.0391
MEM 554.621094 1713692186.1393
MEM 555.136719 1713692186.2395
MEM 556.425781 1713692186.3397
MEM 557.972656 1713692186.4399
MEM 558.488281 1713692186.5401
MEM 559.777344 1713692186.6403
MEM 561.066406 1713692186.7405
MEM 561.839844 1713692186.8407
MEM 563.128906 1713692186.9409
MEM 564.933594 1713692187.0411
MEM 565.191406 1713692187.1413
MEM 566.480469 1713692187.2415
MEM 567.253906 1713692187.3418
MEM 568.542969 1713692187.4420
MEM 569.832031 1713692187.5422
MEM 571.378906 1713692187.6424
MEM 571.636719 1713692187.7426
MEM 572.925781 1713692187.8428
MEM 574.472656 1713692187.9430
MEM 574.988281 1713692188.0432
MEM 576.277344 1713692188.1435
MEM 577.824219 1713692188.2437
MEM 578.855469 1713692188.3439
MEM 579.628906 1713692188.4441
MEM 580.402344 1713692188.5444
MEM 581.433594 1713692188.6446
MEM 582.980469 1713692188.7448
MEM 584.269531 1713692188.8450
MEM 585.042969 1713692188.9453
MEM 586.332031 1713692189.0455
MEM 587.621094 1713692189.1457
MEM 589.167969 1713692189.2459
MEM 589.683594 1713692189.3461
MEM 590.972656 1713692189.4463
MEM 592.261719 1713692189.5465
MEM 593.292969 1713692189.6467
MEM 594.066406 1713692189.7470
MEM 595.355469 1713692189.8472
MEM 595.613281 1713692189.9474
MEM 596.902344 1713692190.0476
MEM 597.933594 1713692190.1479
MEM 598.964844 1713692190.2481
MEM 600.253906 1713692190.3483
MEM 601.027344 1713692190.4485
MEM 601.800781 1713692190.5487
MEM 603.089844 1713692190.6490
MEM 604.636719 1713692190.7492
MEM 604.894531 1713692190.8494
MEM 606.441406 1713692190.9496
MEM 607.730469 1713692191.0498
MEM 608.503906 1713692191.1501
MEM 609.792969 1713692191.2503
MEM 611.082031 1713692191.3505
MEM 612.628906 1713692191.4507
MEM 613.402344 1713692191.5510
MEM 614.433594 1713692191.6512
MEM 615.722656 1713692191.7514
MEM 616.238281 1713692191.8516
MEM 617.527344 1713692191.9518
MEM 619.074219 1713692192.0520
MEM 619.332031 1713692192.1523
MEM 620.621094 1713692192.2525
MEM 621.652344 1713692192.3527
MEM 622.683594 1713692192.4529
MEM 623.972656 1713692192.5531
MEM 625.519531 1713692192.6533
MEM 626.292969 1713692192.7535
MEM 626.550781 1713692192.8537
MEM 626.550781 1713692192.9539
MEM 626.550781 1713692193.0542
MEM 627.582031 1713692193.1544
MEM 628.871094 1713692193.2546
MEM 630.160156 1713692193.3548
MEM 630.933594 1713692193.4550
MEM 631.707031 1713692193.5552
MEM 632.480469 1713692193.6554
MEM 633.769531 1713692193.7556
MEM 634.800781 1713692193.8558
MEM 635.574219 1713692193.9561
MEM 636.605469 1713692194.0563
MEM 638.152344 1713692194.1565
MEM 639.183594 1713692194.2567
MEM 640.214844 1713692194.3569
MEM 641.503906 1713692194.4571
MEM 642.792969 1713692194.5573
MEM 643.566406 1713692194.6575
MEM 644.597656 1713692194.7577
MEM 646.144531 1713692194.8580
MEM 647.433594 1713692194.9582
MEM 647.949219 1713692195.0584
MEM 648.980469 1713692195.1586
MEM 650.527344 1713692195.2588
MEM 650.527344 1713692195.3590
MEM 651.300781 1713692195.4592
MEM 652.589844 1713692195.5594
MEM 653.621094 1713692195.6596
MEM 654.394531 1713692195.7598
MEM 655.683594 1713692195.8600
MEM 656.972656 1713692195.9602
MEM 658.519531 1713692196.0604
MEM 659.292969 1713692196.1606
MEM 660.324219 1713692196.2608
MEM 661.613281 1713692196.3610
MEM 662.128906 1713692196.4613
MEM 663.414062 1713692196.5615
MEM 664.703125 1713692196.6617
MEM 665.734375 1713692196.7619
MEM 666.765625 1713692196.8621
MEM 668.054688 1713692196.9623
MEM 669.601562 1713692197.0625
MEM 670.632812 1713692197.1627
MEM 671.406250 1713692197.2630
MEM 672.695312 1713692197.3632
MEM 673.726562 1713692197.4634
MEM 674.757812 1713692197.5636
MEM 676.046875 1713692197.6638
MEM 676.304688 1713692197.7640
MEM 677.851562 1713692197.8642
MEM 678.882812 1713692197.9644
MEM 679.914062 1713692198.0646
MEM 681.203125 1713692198.1648
MEM 682.492188 1713692198.2651
MEM 683.007812 1713692198.3653
MEM 684.296875 1713692198.4655
MEM 685.585938 1713692198.5658
MEM 685.843750 1713692198.6660
MEM 686.617188 1713692198.7662
MEM 687.648438 1713692198.8664
MEM 688.937500 1713692198.9666
MEM 689.453125 1713692199.0668
MEM 690.742188 1713692199.1671
MEM 692.031250 1713692199.2673
MEM 692.804688 1713692199.3675
MEM 693.835938 1713692199.4677
MEM 695.125000 1713692199.5679
MEM 695.898438 1713692199.6682
MEM 696.671875 1713692199.7684
MEM 697.187500 1713692199.8686
MEM 698.476562 1713692199.9688
MEM 699.250000 1713692200.0690
MEM 700.281250 1713692200.1692
MEM 701.570312 1713692200.2695
MEM 702.343750 1713692200.3697
MEM 703.632812 1713692200.4699
MEM 704.664062 1713692200.5701
MEM 705.437500 1713692200.6703
MEM 706.468750 1713692200.7705
MEM 708.015625 1713692200.8707
MEM 708.789062 1713692200.9710
MEM 709.820312 1713692201.0714
MEM 711.109375 1713692201.1717
MEM 712.140625 1713692201.2720
MEM 712.914062 1713692201.3723
MEM 714.460938 1713692201.4727
MEM 715.750000 1713692201.5729
MEM 716.007812 1713692201.6732
MEM 717.296875 1713692201.7735
MEM 717.812500 1713692201.8738
MEM 718.843750 1713692201.9740
MEM 719.359375 1713692202.0744
MEM 720.648438 1713692202.1747
MEM 721.937500 1713692202.2750
MEM 722.710938 1713692202.3753
MEM 723.742188 1713692202.4757
MEM 725.031250 1713692202.5759
MEM 725.804688 1713692202.6761
MEM 726.835938 1713692202.7764
MEM 727.093750 1713692202.8766
MEM 728.382812 1713692202.9768
MEM 729.156250 1713692203.0770
MEM 769.945312 1713692203.1772
MEM 770.718750 1713692203.2774
MEM 772.007812 1713692203.3777
MEM 773.296875 1713692203.4779
MEM 774.070312 1713692203.5781
MEM 774.843750 1713692203.6783
MEM 775.617188 1713692203.7785
MEM 776.390625 1713692203.8787
MEM 777.164062 1713692203.9789
MEM 778.195312 1713692204.0791
MEM 779.484375 1713692204.1793
MEM 780.257812 1713692204.2796
MEM 781.289062 1713692204.3798
MEM 782.835938 1713692204.4800
MEM 783.609375 1713692204.5802
MEM 784.640625 1713692204.6804
MEM 785.929688 1713692204.7806
MEM 786.703125 1713692204.8808
MEM 787.218750 1713692204.9810
MEM 787.218750 1713692205.0813
MEM 787.218750 1713692205.1815
MEM 787.476562 1713692205.2817
MEM 787.992188 1713692205.3819
MEM 789.281250 1713692205.4821
MEM 790.570312 1713692205.5824
MEM 791.085938 1713692205.6826
MEM 792.375000 1713692205.7828
MEM 793.406250 1713692205.8830
MEM 794.179688 1713692205.9838
MEM 795.468750 1713692206.0840
MEM 795.984375 1713692206.1842
MEM 797.273438 1713692206.2845
MEM 798.304688 1713692206.3847
MEM 799.078125 1713692206.4849
MEM 800.367188 1713692206.5851
MEM 801.398438 1713692206.6854
MEM 802.429688 1713692206.7856
MEM 803.718750 1713692206.8858
MEM 805.007812 1713692206.9860
MEM 805.523438 1713692207.0862
MEM 806.812500 1713692207.1864
MEM 808.101562 1713692207.2866
MEM 808.359375 1713692207.3868
MEM 809.648438 1713692207.4870
MEM 810.421875 1713692207.5873
MEM 811.710938 1713692207.6875
MEM 813.000000 1713692207.7877
MEM 813.257812 1713692207.8880
MEM 814.804688 1713692207.9882
MEM 815.835938 1713692208.0884
MEM 816.609375 1713692208.1886
MEM 818.671875 1713692208.2888
MEM 818.929688 1713692208.3890
MEM 820.218750 1713692208.4892
MEM 820.476562 1713692208.5894
MEM 822.023438 1713692208.6896
MEM 823.312500 1713692208.7898
MEM 823.828125 1713692208.8901
MEM 825.117188 1713692208.9903
MEM 826.406250 1713692209.0905
MEM 827.179688 1713692209.1907
MEM 828.210938 1713692209.2910
MEM 829.500000 1713692209.3912
MEM 830.015625 1713692209.4915
MEM 831.304688 1713692209.5917
MEM 832.335938 1713692209.6919
MEM 833.109375 1713692209.7921
MEM 834.398438 1713692209.8924
MEM 834.914062 1713692209.9926
MEM 835.945312 1713692210.0928
MEM 836.976562 1713692210.1931
MEM 837.492188 1713692210.2933
MEM 838.523438 1713692210.3935
MEM 839.554688 1713692210.4937
MEM 840.843750 1713692210.5939
MEM 842.132812 1713692210.6941
MEM 842.648438 1713692210.7943
MEM 843.679688 1713692210.8945
MEM 844.195312 1713692210.9947
MEM 845.484375 1713692211.0950
MEM 846.773438 1713692211.1952
MEM 847.289062 1713692211.2954
MEM 848.578125 1713692211.3956
MEM 849.351562 1713692211.4958
MEM 850.382812 1713692211.5960
MEM 851.929688 1713692211.6963
MEM 853.218750 1713692211.7965
MEM 854.250000 1713692211.8967
MEM 855.023438 1713692211.9969
MEM 856.312500 1713692212.0971
MEM 856.828125 1713692212.1973
MEM 857.859375 1713692212.2975
MEM 858.117188 1713692212.3977
MEM 859.406250 1713692212.4979
MEM 859.664062 1713692212.5981
MEM 860.953125 1713692212.6984
MEM 861.468750 1713692212.7986
MEM 862.757812 1713692212.8988
MEM 864.046875 1713692212.9990
MEM 865.078125 1713692213.0993
MEM 866.109375 1713692213.1995
MEM 867.398438 1713692213.2997
MEM 868.945312 1713692213.3999
MEM 869.460938 1713692213.5002
MEM 870.750000 1713692213.6004
MEM 872.039062 1713692213.7005
MEM 873.070312 1713692213.8008
MEM 873.843750 1713692213.9010
MEM 875.132812 1713692214.0012
MEM 875.648438 1713692214.1014
MEM 876.937500 1713692214.2017
MEM 878.484375 1713692214.3019
MEM 879.515625 1713692214.4021
MEM 880.289062 1713692214.5023
MEM 882.351562 1713692214.6025
MEM 882.609375 1713692214.7027
MEM 883.898438 1713692214.8029
MEM 884.671875 1713692214.9032
MEM 885.703125 1713692215.0034
MEM 886.992188 1713692215.1036
MEM 888.539062 1713692215.2038
MEM 889.312500 1713692215.3040
MEM 890.601562 1713692215.4043
MEM 891.632812 1713692215.5045
MEM 892.664062 1713692215.6047
MEM 893.695312 1713692215.7049
MEM 894.984375 1713692215.8051
MEM 896.531250 1713692215.9054
MEM 897.304688 1713692216.0056
MEM 898.335938 1713692216.1058
MEM 899.625000 1713692216.2060
MEM 900.140625 1713692216.3062
MEM 901.429688 1713692216.4064
MEM 902.718750 1713692216.5066
MEM 904.007812 1713692216.6068
MEM 904.781250 1713692216.7071
MEM 906.328125 1713692216.8073
MEM 907.101562 1713692216.9075
MEM 907.875000 1713692217.0077
MEM 909.164062 1713692217.1079
MEM 910.453125 1713692217.2082
MEM 911.484375 1713692217.3084
MEM 912.257812 1713692217.4086
MEM 913.804688 1713692217.5088
MEM 915.093750 1713692217.6091
MEM 916.125000 1713692217.7093
MEM 917.156250 1713692217.8095
MEM 918.445312 1713692217.9097
MEM 919.734375 1713692218.0099
MEM 920.507812 1713692218.1102
MEM 921.796875 1713692218.2104
MEM 923.085938 1713692218.3106
MEM 924.117188 1713692218.4108
MEM 924.890625 1713692218.5110
MEM 926.179688 1713692218.6112
MEM 927.726562 1713692218.7115
MEM 928.757812 1713692218.8117
MEM 929.531250 1713692218.9119
MEM 930.820312 1713692219.0121
MEM 931.851562 1713692219.1123
MEM 932.882812 1713692219.2126
MEM 934.171875 1713692219.3128
MEM 935.460938 1713692219.4130
MEM 936.750000 1713692219.5132
MEM 937.007812 1713692219.6134
MEM 937.007812 1713692219.7136
MEM 937.007812 1713692219.8139
MEM 937.007812 1713692219.9142
MEM 937.007812 1713692220.0145
MEM 937.265625 1713692220.1148
MEM 938.812500 1713692220.2150
MEM 940.101562 1713692220.3152
MEM 940.359375 1713692220.4154
MEM 941.648438 1713692220.5157
MEM 942.164062 1713692220.6159
MEM 943.710938 1713692220.7161
MEM 944.484375 1713692220.8163
MEM 945.515625 1713692220.9165
MEM 946.546875 1713692221.0168
MEM 947.578125 1713692221.1170
MEM 948.867188 1713692221.2172
MEM 949.640625 1713692221.3174
MEM 950.929688 1713692221.4176
MEM 952.218750 1713692221.5179
MEM 953.250000 1713692221.6181
MEM 954.023438 1713692221.7183
MEM 955.312500 1713692221.8185
MEM 956.343750 1713692221.9187
MEM 957.375000 1713692222.0189
MEM 958.664062 1713692222.1191
MEM 959.953125 1713692222.2194
MEM 960.468750 1713692222.3196
MEM 961.757812 1713692222.4198
MEM 963.046875 1713692222.5201
MEM 963.820312 1713692222.6203
MEM 965.625000 1713692222.7205
MEM 965.882812 1713692222.8207
MEM 966.656250 1713692222.9209
MEM 967.687500 1713692223.0212
MEM 969.234375 1713692223.1214
MEM 970.523438 1713692223.2216
MEM 971.039062 1713692223.3218
MEM 972.585938 1713692223.4220
MEM 973.875000 1713692223.5223
MEM 974.648438 1713692223.6225
MEM 975.679688 1713692223.7227
MEM 976.968750 1713692223.8229
MEM 977.484375 1713692223.9231
MEM 979.031250 1713692224.0234
MEM 979.546875 1713692224.1236
MEM 980.578125 1713692224.2238
MEM 981.867188 1713692224.3240
MEM 982.898438 1713692224.4243
MEM 983.929688 1713692224.5245
MEM 985.218750 1713692224.6247
MEM 985.992188 1713692224.7249
MEM 987.281250 1713692224.8251
MEM 988.570312 1713692224.9253
MEM 989.085938 1713692225.0255
MEM 990.117188 1713692225.1258
MEM 990.632812 1713692225.2260
MEM 991.921875 1713692225.3262
MEM 993.210938 1713692225.4264
MEM 993.468750 1713692225.5266
MEM 994.757812 1713692225.6268
MEM 995.789062 1713692225.7270
MEM 996.820312 1713692225.8272
MEM 998.109375 1713692225.9274
MEM 999.656250 1713692226.0277
MEM 1000.171875 1713692226.1279
MEM 1001.203125 1713692226.2281
MEM 1001.718750 1713692226.3283
MEM 1003.007812 1713692226.4286
MEM 1004.296875 1713692226.5288
MEM 1005.070312 1713692226.6290
MEM 1006.101562 1713692226.7292
MEM 1007.390625 1713692226.8294
MEM 1008.164062 1713692226.9296
MEM 1009.968750 1713692227.0298
MEM 1010.226562 1713692227.1300
MEM 1011.515625 1713692227.2302
MEM 1012.804688 1713692227.3304
MEM 1013.835938 1713692227.4306
MEM 1014.609375 1713692227.5308
MEM 1015.125000 1713692227.6310
MEM 1016.671875 1713692227.7313
MEM 1017.960938 1713692227.8315
MEM 1018.992188 1713692227.9317
MEM 1019.765625 1713692228.0319
MEM 1021.054688 1713692228.1321
MEM 1021.312500 1713692228.2323
MEM 1022.859375 1713692228.3325
MEM 1024.148438 1713692228.4327
MEM 1025.437500 1713692228.5329
MEM 1025.953125 1713692228.6331
MEM 1027.242188 1713692228.7334
MEM 1027.500000 1713692228.8336
MEM 1028.789062 1713692228.9338
MEM 1029.304688 1713692229.0340
MEM 1030.593750 1713692229.1342
MEM 1031.882812 1713692229.2344
MEM 1032.656250 1713692229.3346
MEM 1033.687500 1713692229.4348
MEM 1034.976562 1713692229.5351
MEM 1035.750000 1713692229.6353
MEM 1036.781250 1713692229.7355
MEM 1038.328125 1713692229.8357
MEM 1039.101562 1713692229.9359
MEM 1040.132812 1713692230.0361
MEM 1040.906250 1713692230.1364
MEM 1041.421875 1713692230.2366
MEM 1042.710938 1713692230.3369
MEM 1044.000000 1713692230.4371
MEM 1044.515625 1713692230.5373
MEM 1045.546875 1713692230.6375
MEM 1046.320312 1713692230.7377
MEM 1047.351562 1713692230.8379
MEM 1048.898438 1713692230.9381
MEM 1049.414062 1713692231.0383
MEM 1050.703125 1713692231.1385
MEM 1051.992188 1713692231.2387
