CMDLINE /root/miniforge3/envs/3.12.0/bin/python3 minhash.py
MEM 720.128906 1713688817.5163
MEM 721.675781 1713688817.6165
MEM 723.222656 1713688817.7168
MEM 724.253906 1713688817.8170
MEM 725.542969 1713688817.9172
MEM 726.832031 1713688818.0174
MEM 728.378906 1713688818.1176
MEM 729.925781 1713688818.2178
MEM 730.957031 1713688818.3180
MEM 732.246094 1713688818.4182
MEM 733.792969 1713688818.5184
MEM 735.339844 1713688818.6187
MEM 736.886719 1713688818.7189
MEM 738.175781 1713688818.8190
MEM 739.207031 1713688818.9193
MEM 740.753906 1713688819.0195
MEM 742.300781 1713688819.1197
MEM 743.847656 1713688819.2199
MEM 744.878906 1713688819.3201
MEM 746.167969 1713688819.4203
MEM 747.457031 1713688819.5205
MEM 749.003906 1713688819.6208
MEM 750.550781 1713688819.7210
MEM 752.097656 1713688819.8212
MEM 753.128906 1713688819.9214
MEM 754.417969 1713688820.0216
MEM 755.964844 1713688820.1218
MEM 757.511719 1713688820.2220
MEM 759.058594 1713688820.3222
MEM 760.089844 1713688820.4224
MEM 761.378906 1713688820.5226
MEM 762.925781 1713688820.6228
MEM 764.472656 1713688820.7230
MEM 766.019531 1713688820.8232
MEM 767.308594 1713688820.9234
MEM 768.339844 1713688821.0236
MEM 769.886719 1713688821.1238
MEM 771.433594 1713688821.2240
MEM 772.980469 1713688821.3242
MEM 794.121094 1713688821.4245
MEM 814.667969 1713688821.5247
MEM 816.214844 1713688821.6249
MEM 817.761719 1713688821.7251
MEM 818.792969 1713688821.8253
MEM 820.082031 1713688821.9255
MEM 821.628906 1713688822.0258
MEM 823.175781 1713688822.1260
MEM 824.722656 1713688822.2262
MEM 825.753906 1713688822.3264
MEM 827.042969 1713688822.4266
MEM 828.589844 1713688822.5268
MEM 830.136719 1713688822.6270
MEM 831.683594 1713688822.7272
MEM 832.714844 1713688822.8274
MEM 832.972656 1713688822.9276
MEM 832.972656 1713688823.0278
MEM 832.972656 1713688823.1281
MEM 833.230469 1713688823.2283
MEM 834.261719 1713688823.3285
MEM 835.550781 1713688823.4287
MEM 837.097656 1713688823.5289
MEM 838.644531 1713688823.6291
MEM 840.191406 1713688823.7293
MEM 841.222656 1713688823.8295
MEM 842.769531 1713688823.9297
MEM 844.058594 1713688824.0299
MEM 845.605469 1713688824.1301
MEM 847.152344 1713688824.2303
MEM 848.183594 1713688824.3305
MEM 849.472656 1713688824.4307
MEM 851.019531 1713688824.5310
MEM 852.566406 1713688824.6312
MEM 854.113281 1713688824.7314
MEM 855.144531 1713688824.8316
MEM 856.433594 1713688824.9318
MEM 857.980469 1713688825.0320
MEM 859.527344 1713688825.1322
MEM 861.074219 1713688825.2324
MEM 862.105469 1713688825.3326
MEM 863.394531 1713688825.4328
MEM 864.683594 1713688825.5331
MEM 867.003906 1713688825.6332
MEM 868.035156 1713688825.7334
MEM 869.324219 1713688825.8336
MEM 870.871094 1713688825.9338
MEM 872.417969 1713688826.0341
MEM 873.964844 1713688826.1343
MEM 875.253906 1713688826.2345
MEM 876.285156 1713688826.3347
MEM 877.574219 1713688826.4349
MEM 879.121094 1713688826.5351
