CMDLINE /root/miniforge3/envs/3.12.0/bin/python3 minhash.py
MEM 776.757812 1713692268.5309
MEM 777.789062 1713692268.6311
MEM 778.820312 1713692268.7313
MEM 779.593750 1713692268.8315
MEM 780.625000 1713692268.9317
MEM 781.398438 1713692269.0319
MEM 782.429688 1713692269.1322
MEM 783.203125 1713692269.2324
MEM 784.234375 1713692269.3326
MEM 785.523438 1713692269.4328
MEM 786.039062 1713692269.5330
MEM 787.070312 1713692269.6332
MEM 788.101562 1713692269.7334
MEM 788.359375 1713692269.8336
MEM 788.359375 1713692269.9338
MEM 788.359375 1713692270.0340
MEM 788.359375 1713692270.1343
MEM 788.875000 1713692270.2345
MEM 790.164062 1713692270.3347
MEM 790.679688 1713692270.4349
MEM 791.968750 1713692270.5351
MEM 792.742188 1713692270.6353
MEM 793.773438 1713692270.7355
MEM 794.804688 1713692270.8357
MEM 795.578125 1713692270.9359
MEM 796.867188 1713692271.0362
MEM 797.382812 1713692271.1364
MEM 798.671875 1713692271.2366
MEM 799.445312 1713692271.3368
MEM 800.218750 1713692271.4370
MEM 801.507812 1713692271.5372
MEM 802.023438 1713692271.6375
MEM 803.312500 1713692271.7377
MEM 804.085938 1713692271.8379
MEM 805.117188 1713692271.9381
MEM 806.148438 1713692272.0384
MEM 806.921875 1713692272.1386
MEM 807.953125 1713692272.2388
MEM 808.726562 1713692272.3390
MEM 809.757812 1713692272.4392
MEM 810.789062 1713692272.5394
MEM 811.562500 1713692272.6396
MEM 812.593750 1713692272.7398
MEM 813.367188 1713692272.8399
MEM 814.398438 1713692272.9401
MEM 815.429688 1713692273.0403
MEM 816.203125 1713692273.1406
MEM 817.492188 1713692273.2407
MEM 818.007812 1713692273.3410
MEM 819.812500 1713692273.4412
MEM 820.328125 1713692273.5414
MEM 821.617188 1713692273.6416
MEM 822.390625 1713692273.7418
MEM 823.164062 1713692273.8420
MEM 824.453125 1713692273.9422
MEM 824.968750 1713692274.0424
MEM 826.257812 1713692274.1426
MEM 827.031250 1713692274.2428
MEM 828.062500 1713692274.3430
MEM 829.093750 1713692274.4433
MEM 829.609375 1713692274.5435
MEM 830.898438 1713692274.6437
MEM 831.671875 1713692274.7439
MEM 832.703125 1713692274.8441
MEM 833.476562 1713692274.9443
MEM 834.507812 1713692275.0445
MEM 835.539062 1713692275.1447
MEM 836.312500 1713692275.2449
MEM 837.343750 1713692275.3452
MEM 838.117188 1713692275.4454
MEM 839.148438 1713692275.5456
MEM 840.179688 1713692275.6458
MEM 840.953125 1713692275.7460
MEM 841.984375 1713692275.8462
MEM 842.757812 1713692275.9464
MEM 843.789062 1713692276.0466
MEM 844.820312 1713692276.1469
MEM 845.593750 1713692276.2471
MEM 846.625000 1713692276.3473
MEM 847.398438 1713692276.4475
MEM 848.429688 1713692276.5477
MEM 849.718750 1713692276.6479
MEM 850.234375 1713692276.7481
MEM 851.523438 1713692276.8483
MEM 852.039062 1713692276.9485
MEM 853.328125 1713692277.0488
MEM 854.359375 1713692277.1490
MEM 854.875000 1713692277.2493
MEM 856.164062 1713692277.3494
MEM 856.679688 1713692277.4496
MEM 857.968750 1713692277.5498
MEM 859.000000 1713692277.6500
MEM 859.773438 1713692277.7502
MEM 860.804688 1713692277.8505
MEM 861.578125 1713692277.9507
MEM 862.609375 1713692278.0509
MEM 863.382812 1713692278.1511
MEM 864.414062 1713692278.2513
MEM 865.445312 1713692278.3516
MEM 866.218750 1713692278.4518
MEM 867.250000 1713692278.5519
MEM 868.023438 1713692278.6521
MEM 869.054688 1713692278.7523
MEM 870.343750 1713692278.8525
MEM 870.859375 1713692278.9527
MEM 871.890625 1713692279.0529
MEM 872.664062 1713692279.1531
MEM 873.695312 1713692279.2533
MEM 874.984375 1713692279.3535
MEM 875.500000 1713692279.4536
MEM 876.789062 1713692279.5538
MEM 877.304688 1713692279.6540
MEM 878.335938 1713692279.7542
MEM 879.367188 1713692279.8543
MEM 880.140625 1713692279.9545
MEM 881.429688 1713692280.0547
MEM 881.945312 1713692280.1549
MEM 883.750000 1713692280.2551
MEM 884.265625 1713692280.3553
MEM 885.296875 1713692280.4554
MEM 886.070312 1713692280.5556
MEM 887.101562 1713692280.6558
MEM 888.132812 1713692280.7561
MEM 888.906250 1713692280.8563
MEM 889.937500 1713692280.9565
MEM 890.710938 1713692281.0567
MEM 891.742188 1713692281.1569
MEM 892.515625 1713692281.2571
MEM 893.546875 1713692281.3573
MEM 894.578125 1713692281.4575
MEM 895.093750 1713692281.5578
MEM 896.382812 1713692281.6580
MEM 897.156250 1713692281.7582
MEM 898.187500 1713692281.8584
MEM 899.218750 1713692281.9586
MEM 899.734375 1713692282.0588
MEM 901.023438 1713692282.1590
MEM 901.796875 1713692282.2592
MEM 902.828125 1713692282.3600
MEM 903.601562 1713692282.4603
MEM 904.375000 1713692282.5605
MEM 905.664062 1713692282.6607
MEM 906.179688 1713692282.7609
MEM 907.468750 1713692282.8611
MEM 908.500000 1713692282.9613
MEM 909.273438 1713692283.0615
MEM 910.304688 1713692283.1618
MEM 910.820312 1713692283.2620
MEM 912.109375 1713692283.3622
MEM 912.882812 1713692283.4624
MEM 913.656250 1713692283.5626
MEM 914.945312 1713692283.6627
MEM 915.460938 1713692283.7629
MEM 916.750000 1713692283.8631
MEM 917.265625 1713692283.9633
MEM 918.296875 1713692284.0635
MEM 919.328125 1713692284.1637
MEM 920.101562 1713692284.2638
MEM 921.390625 1713692284.3640
MEM 921.906250 1713692284.4642
MEM 922.937500 1713692284.5644
MEM 923.968750 1713692284.6646
MEM 924.742188 1713692284.7648
MEM 926.031250 1713692284.8650
MEM 926.546875 1713692284.9652
MEM 927.578125 1713692285.0654
MEM 928.351562 1713692285.1656
MEM 929.382812 1713692285.2658
MEM 930.414062 1713692285.3660
MEM 931.187500 1713692285.4662
MEM 932.218750 1713692285.5665
MEM 932.992188 1713692285.6667
MEM 934.023438 1713692285.7669
MEM 935.054688 1713692285.8671
MEM 935.828125 1713692285.9672
MEM 937.117188 1713692286.0674
MEM 937.632812 1713692286.1676
MEM 938.406250 1713692286.2678
MEM 938.406250 1713692286.3680
MEM 938.406250 1713692286.4682
MEM 938.406250 1713692286.5684
MEM 938.406250 1713692286.6686
MEM 938.664062 1713692286.7687
MEM 939.953125 1713692286.8689
MEM 940.468750 1713692286.9691
MEM 941.757812 1713692287.0693
MEM 942.273438 1713692287.1694
MEM 943.562500 1713692287.2696
MEM 944.335938 1713692287.3698
MEM 945.625000 1713692287.4700
MEM 946.398438 1713692287.5702
MEM 947.687500 1713692287.6704
MEM 948.203125 1713692287.7706
MEM 949.234375 1713692287.8708
MEM 950.007812 1713692287.9710
MEM 951.039062 1713692288.0712
MEM 952.328125 1713692288.1714
MEM 952.843750 1713692288.2716
MEM 953.875000 1713692288.3718
MEM 954.648438 1713692288.4720
MEM 955.679688 1713692288.5723
MEM 956.453125 1713692288.6725
MEM 957.226562 1713692288.7727
MEM 958.515625 1713692288.8729
MEM 959.031250 1713692288.9731
MEM 960.320312 1713692289.0733
MEM 961.093750 1713692289.1735
MEM 961.867188 1713692289.2737
MEM 963.156250 1713692289.3740
MEM 963.671875 1713692289.4742
MEM 964.960938 1713692289.5744
MEM 965.476562 1713692289.6746
MEM 966.765625 1713692289.7748
MEM 967.796875 1713692289.8750
MEM 968.828125 1713692289.9752
MEM 969.601562 1713692290.0754
MEM 970.890625 1713692290.1756
MEM 971.406250 1713692290.2758
MEM 972.437500 1713692290.3760
MEM 973.726562 1713692290.4762
MEM 974.242188 1713692290.5764
MEM 975.531250 1713692290.6766
MEM 976.304688 1713692290.7768
MEM 977.335938 1713692290.8770
MEM 978.367188 1713692290.9772
MEM 979.140625 1713692291.0774
MEM 980.687500 1713692291.1776
MEM 981.203125 1713692291.2778
MEM 982.492188 1713692291.3780
MEM 983.007812 1713692291.4782
MEM 984.039062 1713692291.5784
MEM 985.328125 1713692291.6787
MEM 985.843750 1713692291.7789
MEM 987.132812 1713692291.8791
MEM 987.648438 1713692291.9793
MEM 988.937500 1713692292.0795
